"id","province/state","country/region","reportdate","nofcases"
"4355","Qinghai","China","2020/04/02","18"
"4356","Qinghai","China","2020/04/03","18"
"4357","Qinghai","China","2020/04/04","18"
"4358","Qinghai","China","2020/04/05","18"
"4359","Qinghai","China","2020/04/06","18"
"4360","Qinghai","China","2020/04/07","18"
"4361","Qinghai","China","2020/04/08","18"
"4362","Qinghai","China","2020/04/09","18"
"4363","Qinghai","China","2020/01/22","0"
"4364","Qinghai","China","2020/01/23","0"
"4365","Qinghai","China","2020/01/24","0"
"4366","Qinghai","China","2020/01/25","1"
"4367","Qinghai","China","2020/01/26","1"
"4368","Qinghai","China","2020/01/27","6"
"4369","Qinghai","China","2020/01/28","6"
"4370","Qinghai","China","2020/01/29","6"
"4371","Qinghai","China","2020/01/30","8"
"4372","Qinghai","China","2020/01/31","8"
"4373","Qinghai","China","2020/02/10","18"
"4374","Qinghai","China","2020/02/11","18"
"4375","Qinghai","China","2020/02/12","18"
"4376","Qinghai","China","2020/02/13","18"
"4377","Qinghai","China","2020/02/14","18"
"4378","Qinghai","China","2020/02/15","18"
"4379","Qinghai","China","2020/02/16","18"
"4380","Qinghai","China","2020/02/17","18"
"4381","Qinghai","China","2020/02/18","18"
"4382","Qinghai","China","2020/02/19","18"
"4383","Qinghai","China","2020/02/20","18"
"4384","Qinghai","China","2020/02/21","18"
"4385","Qinghai","China","2020/02/22","18"
"4386","Qinghai","China","2020/02/23","18"
"4387","Qinghai","China","2020/02/24","18"
"4388","Qinghai","China","2020/02/25","18"
"4389","Qinghai","China","2020/02/26","18"
"4390","Qinghai","China","2020/02/27","18"
"4391","Qinghai","China","2020/02/28","18"
"4392","Qinghai","China","2020/02/29","18"
"4393","Qinghai","China","2020/03/10","18"
"4394","Qinghai","China","2020/03/11","18"
"4395","Qinghai","China","2020/03/12","18"
"4396","Qinghai","China","2020/03/13","18"
"4397","Qinghai","China","2020/03/14","18"
"4398","Qinghai","China","2020/03/15","18"
"4399","Qinghai","China","2020/03/16","18"
"4400","Qinghai","China","2020/03/17","18"
"4401","Qinghai","China","2020/03/18","18"
"4402","Qinghai","China","2020/03/19","18"
"4403","Qinghai","China","2020/03/20","18"
"4404","Qinghai","China","2020/03/21","18"
"4405","Qinghai","China","2020/03/22","18"
"4406","Qinghai","China","2020/03/23","18"
"4407","Qinghai","China","2020/03/24","18"
"4408","Qinghai","China","2020/03/25","18"
"4409","Qinghai","China","2020/03/26","18"
"4410","Qinghai","China","2020/03/27","18"
"4411","Qinghai","China","2020/03/28","18"
"4412","Qinghai","China","2020/03/29","18"
"4413","Qinghai","China","2020/03/30","18"
"4414","Qinghai","China","2020/03/31","18"
"4415","Qinghai","China","2020/04/10","18"
"4416","Qinghai","China","2020/04/11","18"
"4417","Qinghai","China","2020/04/12","18"
"4418","Qinghai","China","2020/04/13","18"
"4419","Qinghai","China","2020/04/14","18"
"4420","Qinghai","China","2020/04/15","18"
"4421","Chongqing","China","2020/02/01","247"
"4422","Chongqing","China","2020/02/02","300"
"4423","Chongqing","China","2020/02/03","337"
"4424","Chongqing","China","2020/02/04","366"
"4425","Chongqing","China","2020/02/05","389"
"4426","Chongqing","China","2020/02/06","411"
"4427","Chongqing","China","2020/02/07","426"
"4428","Chongqing","China","2020/02/08","428"
"4429","Chongqing","China","2020/02/09","468"
"4430","Chongqing","China","2020/03/01","576"
"4431","Chongqing","China","2020/03/02","576"
"4432","Chongqing","China","2020/03/03","576"
"4433","Chongqing","China","2020/03/04","576"
"4434","Chongqing","China","2020/03/05","576"
"4435","Chongqing","China","2020/03/06","576"
"4436","Chongqing","China","2020/03/07","576"
"4437","Chongqing","China","2020/03/08","576"
"4438","Chongqing","China","2020/03/09","576"
"4439","Chongqing","China","2020/04/01","579"
"4440","Chongqing","China","2020/04/02","579"
"4441","Chongqing","China","2020/04/03","579"
"4442","Chongqing","China","2020/04/04","579"
"4443","Chongqing","China","2020/04/05","579"
"4444","Chongqing","China","2020/04/06","579"
"4445","Chongqing","China","2020/04/07","579"
"4446","Chongqing","China","2020/04/08","579"
"4447","Chongqing","China","2020/04/09","579"
"4448","Chongqing","China","2020/01/22","6"
"4449","Chongqing","China","2020/01/23","9"
"4450","Chongqing","China","2020/01/24","27"
"4451","Chongqing","China","2020/01/25","57"
"4452","Chongqing","China","2020/01/26","75"
"4453","Chongqing","China","2020/01/27","110"
"4454","Chongqing","China","2020/01/28","132"
"4455","Chongqing","China","2020/01/29","147"
"4456","Chongqing","China","2020/01/30","182"
"4457","Chongqing","China","2020/01/31","211"
"4458","Chongqing","China","2020/02/10","486"
"4459","Chongqing","China","2020/02/11","505"
"4460","Chongqing","China","2020/02/12","518"
"4461","Chongqing","China","2020/02/13","529"
"4462","Chongqing","China","2020/02/14","537"
"4463","Chongqing","China","2020/02/15","544"
"4464","Chongqing","China","2020/02/16","551"
"4465","Chongqing","China","2020/02/17","553"
"4466","Chongqing","China","2020/02/18","555"
"4467","Chongqing","China","2020/02/19","560"
"4468","Chongqing","China","2020/02/20","567"
"4469","Chongqing","China","2020/02/21","572"
"4470","Chongqing","China","2020/02/22","573"
"4471","Chongqing","China","2020/02/23","575"
"4472","Chongqing","China","2020/02/24","576"
"4473","Chongqing","China","2020/02/25","576"
"4474","Chongqing","China","2020/02/26","576"
"4475","Chongqing","China","2020/02/27","576"
"4476","Chongqing","China","2020/02/28","576"
"4477","Chongqing","China","2020/02/29","576"
"4478","Chongqing","China","2020/03/10","576"
"4479","Chongqing","China","2020/03/11","576"
"4480","Chongqing","China","2020/03/12","576"
"4481","Chongqing","China","2020/03/13","576"
"4482","Chongqing","China","2020/03/14","576"
"4483","Chongqing","China","2020/03/15","576"
"4484","Chongqing","China","2020/03/16","576"
"4485","Chongqing","China","2020/03/17","576"
"4486","Chongqing","China","2020/03/18","576"
"4487","Chongqing","China","2020/03/19","576"
"4488","Chongqing","China","2020/03/20","576"
"4489","Chongqing","China","2020/03/21","576"
"4490","Chongqing","China","2020/03/22","577"
"4491","Chongqing","China","2020/03/23","578"
"4492","Chongqing","China","2020/03/24","578"
"4493","Chongqing","China","2020/03/25","578"
"4494","Chongqing","China","2020/03/26","578"
"4495","Chongqing","China","2020/03/27","578"
"4496","Chongqing","China","2020/03/28","578"
"4497","Chongqing","China","2020/03/29","579"
"4498","Chongqing","China","2020/03/30","579"
"4499","Chongqing","China","2020/03/31","579"
"4500","Chongqing","China","2020/04/10","579"
"4501","Chongqing","China","2020/04/11","579"
"4502","Chongqing","China","2020/04/12","579"
"4503","Chongqing","China","2020/04/13","579"
"4504","Chongqing","China","2020/04/14","579"
"4505","Chongqing","China","2020/04/15","579"
"4506","Fujian","China","2020/02/01","144"
"4507","Fujian","China","2020/02/02","159"
"4508","Fujian","China","2020/02/03","179"
"4509","Fujian","China","2020/02/04","194"
"4510","Fujian","China","2020/02/05","205"
"4511","Fujian","China","2020/02/06","215"
"4512","Fujian","China","2020/02/07","224"
"4513","Fujian","China","2020/02/08","239"
"4514","Fujian","China","2020/02/09","250"
"4515","Fujian","China","2020/03/01","296"
"4516","Fujian","China","2020/03/02","296"
"4517","Fujian","China","2020/03/03","296"
"4518","Fujian","China","2020/03/04","296"
"4519","Fujian","China","2020/03/05","296"
"4520","Fujian","China","2020/03/06","296"
"4521","Fujian","China","2020/03/07","296"
"4522","Fujian","China","2020/03/08","296"
"4523","Fujian","China","2020/03/09","296"
"4524","Fujian","China","2020/04/01","345"
"4525","Fujian","China","2020/04/02","345"
"4526","Fujian","China","2020/04/03","349"
"4527","Fujian","China","2020/04/04","350"
"4528","Fujian","China","2020/04/05","350"
"4529","Fujian","China","2020/04/06","350"
"4530","Fujian","China","2020/04/07","351"
"4531","Fujian","China","2020/04/08","351"
"4532","Fujian","China","2020/04/09","351"
"4533","Fujian","China","2020/01/22","1"
"4534","Fujian","China","2020/01/23","5"
"4535","Fujian","China","2020/01/24","10"
"4536","Fujian","China","2020/01/25","18"
"4537","Fujian","China","2020/01/26","35"
"4538","Fujian","China","2020/01/27","59"
"4539","Fujian","China","2020/01/28","80"
"4540","Fujian","China","2020/01/29","84"
"4541","Fujian","China","2020/01/30","101"
"4542","Fujian","China","2020/01/31","120"
"4543","Fujian","China","2020/02/10","261"
"4544","Fujian","China","2020/02/11","267"
"4545","Fujian","China","2020/02/12","272"
"4546","Fujian","China","2020/02/13","279"
"4547","Fujian","China","2020/02/14","281"
"4548","Fujian","China","2020/02/15","285"
"4549","Fujian","China","2020/02/16","287"
"4550","Fujian","China","2020/02/17","290"
"4551","Fujian","China","2020/02/18","292"
"4552","Fujian","China","2020/02/19","293"
"4553","Fujian","China","2020/02/20","293"
"4554","Fujian","China","2020/02/21","293"
"4555","Fujian","China","2020/02/22","293"
"4556","Fujian","China","2020/02/23","293"
"4557","Fujian","China","2020/02/24","293"
"4558","Fujian","China","2020/02/25","294"
"4559","Fujian","China","2020/02/26","294"
"4560","Fujian","China","2020/02/27","296"
"4561","Fujian","China","2020/02/28","296"
"4562","Fujian","China","2020/02/29","296"
"4563","Fujian","China","2020/03/10","296"
"4564","Fujian","China","2020/03/11","296"
"4565","Fujian","China","2020/03/12","296"
"4566","Fujian","China","2020/03/13","296"
"4567","Fujian","China","2020/03/14","296"
"4568","Fujian","China","2020/03/15","296"
"4569","Fujian","China","2020/03/16","296"
"4570","Fujian","China","2020/03/17","296"
"4571","Fujian","China","2020/03/18","296"
"4572","Fujian","China","2020/03/19","296"
"4573","Fujian","China","2020/03/20","299"
"4574","Fujian","China","2020/03/21","303"
"4575","Fujian","China","2020/03/22","313"
"4576","Fujian","China","2020/03/23","313"
"4577","Fujian","China","2020/03/24","318"
"4578","Fujian","China","2020/03/25","322"
"4579","Fujian","China","2020/03/26","328"
"4580","Fujian","China","2020/03/27","331"
"4581","Fujian","China","2020/03/28","337"
"4582","Fujian","China","2020/03/29","338"
"4583","Fujian","China","2020/03/30","340"
"4584","Fujian","China","2020/03/31","343"
"4585","Fujian","China","2020/04/10","351"
"4586","Fujian","China","2020/04/11","351"
"4587","Fujian","China","2020/04/12","352"
"4588","Fujian","China","2020/04/13","352"
"4589","Fujian","China","2020/04/14","353"
"4590","Fujian","China","2020/04/15","353"
"4591","Gansu","China","2020/02/01","40"
"4592","Gansu","China","2020/02/02","51"
"4593","Gansu","China","2020/02/03","55"
"4594","Gansu","China","2020/02/04","57"
"4595","Gansu","China","2020/02/05","62"
"4596","Gansu","China","2020/02/06","62"
"4597","Gansu","China","2020/02/07","67"
"4598","Gansu","China","2020/02/08","79"
"4599","Gansu","China","2020/02/09","83"
"4600","Gansu","China","2020/03/01","91"
"4601","Gansu","China","2020/03/02","91"
"4602","Gansu","China","2020/03/03","91"
"4603","Gansu","China","2020/03/04","91"
"4604","Gansu","China","2020/03/05","102"
"4605","Gansu","China","2020/03/06","119"
"4606","Gansu","China","2020/03/07","120"
"4607","Gansu","China","2020/03/08","124"
"4608","Gansu","China","2020/03/09","124"
"4609","Gansu","China","2020/04/01","138"
"4610","Gansu","China","2020/04/02","138"
"4611","Gansu","China","2020/04/03","138"
"4612","Gansu","China","2020/04/04","138"
"4613","Gansu","China","2020/04/05","138"
"4614","Gansu","China","2020/04/06","139"
"4615","Gansu","China","2020/04/07","139"
"4616","Gansu","China","2020/04/08","139"
"4617","Gansu","China","2020/04/09","139"
"4618","Gansu","China","2020/01/22","0"
"4619","Gansu","China","2020/01/23","2"
"4620","Gansu","China","2020/01/24","2"
"4621","Gansu","China","2020/01/25","4"
"4622","Gansu","China","2020/01/26","7"
"4623","Gansu","China","2020/01/27","14"
"4624","Gansu","China","2020/01/28","19"
"4625","Gansu","China","2020/01/29","24"
"4626","Gansu","China","2020/01/30","26"
"4627","Gansu","China","2020/01/31","29"
"4628","Gansu","China","2020/02/10","83"
"4629","Gansu","China","2020/02/11","86"
"4630","Gansu","China","2020/02/12","87"
"4631","Gansu","China","2020/02/13","90"
"4632","Gansu","China","2020/02/14","90"
"4633","Gansu","China","2020/02/15","90"
"4634","Gansu","China","2020/02/16","90"
"4635","Gansu","China","2020/02/17","91"
"4636","Gansu","China","2020/02/18","91"
"4637","Gansu","China","2020/02/19","91"
"4638","Gansu","China","2020/02/20","91"
"4639","Gansu","China","2020/02/21","91"
"4640","Gansu","China","2020/02/22","91"
"4641","Gansu","China","2020/02/23","91"
"4642","Gansu","China","2020/02/24","91"
"4643","Gansu","China","2020/02/25","91"
"4644","Gansu","China","2020/02/26","91"
"4645","Gansu","China","2020/02/27","91"
"4646","Gansu","China","2020/02/28","91"
"4647","Gansu","China","2020/02/29","91"
"4648","Gansu","China","2020/03/10","125"
"4649","Gansu","China","2020/03/11","127"
"4650","Gansu","China","2020/03/12","127"
"4651","Gansu","China","2020/03/13","127"
"4652","Gansu","China","2020/03/14","129"
"4653","Gansu","China","2020/03/15","133"
"4654","Gansu","China","2020/03/16","133"
"4655","Gansu","China","2020/03/17","133"
"4656","Gansu","China","2020/03/18","133"
"4657","Gansu","China","2020/03/19","134"
"4658","Gansu","China","2020/03/20","134"
"4659","Gansu","China","2020/03/21","134"
"4660","Gansu","China","2020/03/22","136"
"4661","Gansu","China","2020/03/23","136"
"4662","Gansu","China","2020/03/24","136"
"4663","Gansu","China","2020/03/25","136"
"4664","Gansu","China","2020/03/26","136"
"4665","Gansu","China","2020/03/27","136"
"4666","Gansu","China","2020/03/28","136"
"4667","Gansu","China","2020/03/29","138"
"4668","Gansu","China","2020/03/30","138"
"4669","Gansu","China","2020/03/31","138"
"4670","Gansu","China","2020/04/10","139"
"4671","Gansu","China","2020/04/11","139"
"4672","Gansu","China","2020/04/12","139"
"4673","Gansu","China","2020/04/13","139"
"4674","Gansu","China","2020/04/14","139"
"4675","Gansu","China","2020/04/15","139"
"4676","Guangdong","China","2020/02/01","535"
"4677","Guangdong","China","2020/02/02","632"
"4678","Guangdong","China","2020/02/03","725"
"4679","Guangdong","China","2020/02/04","813"
"4680","Guangdong","China","2020/02/05","895"
"4681","Guangdong","China","2020/02/06","970"
"4682","Guangdong","China","2020/02/07","1034"
"4683","Guangdong","China","2020/02/08","1095"
"4684","Guangdong","China","2020/02/09","1131"
"4685","Guangdong","China","2020/03/01","1349"
"4686","Guangdong","China","2020/03/02","1350"
"4687","Guangdong","China","2020/03/03","1350"
"4688","Guangdong","China","2020/03/04","1350"
"4689","Guangdong","China","2020/03/05","1351"
"4690","Guangdong","China","2020/03/06","1352"
"4691","Guangdong","China","2020/03/07","1352"
"4692","Guangdong","China","2020/03/08","1352"
"4693","Guangdong","China","2020/03/09","1352"
"4694","Guangdong","China","2020/04/01","1501"
"4695","Guangdong","China","2020/04/02","1507"
"4696","Guangdong","China","2020/04/03","1514"
"4697","Guangdong","China","2020/04/04","1516"
"4698","Guangdong","China","2020/04/05","1524"
"4699","Guangdong","China","2020/04/06","1532"
"4700","Guangdong","China","2020/04/07","1533"
"4701","Guangdong","China","2020/04/08","1536"
"4702","Guangdong","China","2020/04/09","1539"
"4703","Guangdong","China","2020/01/22","26"
"4704","Guangdong","China","2020/01/23","32"
"4705","Guangdong","China","2020/01/24","53"
"4706","Guangdong","China","2020/01/25","78"
"4707","Guangdong","China","2020/01/26","111"
"4708","Guangdong","China","2020/01/27","151"
"4709","Guangdong","China","2020/01/28","207"
"4710","Guangdong","China","2020/01/29","277"
"4711","Guangdong","China","2020/01/30","354"
"4712","Guangdong","China","2020/01/31","436"
"4713","Guangdong","China","2020/02/10","1159"
"4714","Guangdong","China","2020/02/11","1177"
"4715","Guangdong","China","2020/02/12","1219"
"4716","Guangdong","China","2020/02/13","1241"
"4717","Guangdong","China","2020/02/14","1261"
"4718","Guangdong","China","2020/02/15","1294"
"4719","Guangdong","China","2020/02/16","1316"
"4720","Guangdong","China","2020/02/17","1322"
"4721","Guangdong","China","2020/02/18","1328"
"4722","Guangdong","China","2020/02/19","1331"
"4723","Guangdong","China","2020/02/20","1332"
"4724","Guangdong","China","2020/02/21","1333"
"4725","Guangdong","China","2020/02/22","1339"
"4726","Guangdong","China","2020/02/23","1342"
"4727","Guangdong","China","2020/02/24","1345"
"4728","Guangdong","China","2020/02/25","1347"
"4729","Guangdong","China","2020/02/26","1347"
"4730","Guangdong","China","2020/02/27","1347"
"4731","Guangdong","China","2020/02/28","1348"
"4732","Guangdong","China","2020/02/29","1349"
"4733","Guangdong","China","2020/03/10","1353"
"4734","Guangdong","China","2020/03/11","1356"
"4735","Guangdong","China","2020/03/12","1356"
"4736","Guangdong","China","2020/03/13","1356"
"4737","Guangdong","China","2020/03/14","1356"
"4738","Guangdong","China","2020/03/15","1360"
"4739","Guangdong","China","2020/03/16","1361"
"4740","Guangdong","China","2020/03/17","1364"
"4741","Guangdong","China","2020/03/18","1370"
"4742","Guangdong","China","2020/03/19","1378"
"4743","Guangdong","China","2020/03/20","1395"
"4744","Guangdong","China","2020/03/21","1400"
"4745","Guangdong","China","2020/03/22","1413"
"4746","Guangdong","China","2020/03/23","1415"
"4747","Guangdong","China","2020/03/24","1428"
"4748","Guangdong","China","2020/03/25","1433"
"4749","Guangdong","China","2020/03/26","1448"
"4750","Guangdong","China","2020/03/27","1456"
"4751","Guangdong","China","2020/03/28","1467"
"4752","Guangdong","China","2020/03/29","1475"
"4753","Guangdong","China","2020/03/30","1484"
"4754","Guangdong","China","2020/03/31","1494"
"4755","Guangdong","China","2020/04/10","1544"
"4756","Guangdong","China","2020/04/11","1548"
"4757","Guangdong","China","2020/04/12","1552"
"4758","Guangdong","China","2020/04/13","1555"
"4759","Guangdong","China","2020/04/14","1564"
"4760","Guangdong","China","2020/04/15","1566"
"4761","Guangxi","China","2020/02/01","100"
"4762","Guangxi","China","2020/02/02","111"
"4763","Guangxi","China","2020/02/03","127"
"4764","Guangxi","China","2020/02/04","139"
"4765","Guangxi","China","2020/02/05","150"
"4766","Guangxi","China","2020/02/06","168"
"4767","Guangxi","China","2020/02/07","172"
"4768","Guangxi","China","2020/02/08","183"
"4769","Guangxi","China","2020/02/09","195"
"4770","Guangxi","China","2020/03/01","252"
"4771","Guangxi","China","2020/03/02","252"
"4772","Guangxi","China","2020/03/03","252"
"4773","Guangxi","China","2020/03/04","252"
"4774","Guangxi","China","2020/03/05","252"
"4775","Guangxi","China","2020/03/06","252"
"4776","Guangxi","China","2020/03/07","252"
"4777","Guangxi","China","2020/03/08","252"
"4778","Guangxi","China","2020/03/09","252"
"4779","Guangxi","China","2020/04/01","254"
"4780","Guangxi","China","2020/04/02","254"
"4781","Guangxi","China","2020/04/03","254"
"4782","Guangxi","China","2020/04/04","254"
"4783","Guangxi","China","2020/04/05","254"
"4784","Guangxi","China","2020/04/06","254"
"4785","Guangxi","China","2020/04/07","254"
"4786","Guangxi","China","2020/04/08","254"
"4787","Guangxi","China","2020/04/09","254"
"4788","Guangxi","China","2020/01/22","2"
"4789","Guangxi","China","2020/01/23","5"
"4790","Guangxi","China","2020/01/24","23"
"4791","Guangxi","China","2020/01/25","23"
"4792","Guangxi","China","2020/01/26","36"
"4793","Guangxi","China","2020/01/27","46"
"4794","Guangxi","China","2020/01/28","51"
"4795","Guangxi","China","2020/01/29","58"
"4796","Guangxi","China","2020/01/30","78"
"4797","Guangxi","China","2020/01/31","87"
"4798","Guangxi","China","2020/02/10","210"
"4799","Guangxi","China","2020/02/11","215"
"4800","Guangxi","China","2020/02/12","222"
"4801","Guangxi","China","2020/02/13","222"
"4802","Guangxi","China","2020/02/14","226"
"4803","Guangxi","China","2020/02/15","235"
"4804","Guangxi","China","2020/02/16","237"
"4805","Guangxi","China","2020/02/17","238"
"4806","Guangxi","China","2020/02/18","242"
"4807","Guangxi","China","2020/02/19","244"
"4808","Guangxi","China","2020/02/20","245"
"4809","Guangxi","China","2020/02/21","246"
"4810","Guangxi","China","2020/02/22","249"
"4811","Guangxi","China","2020/02/23","249"
"4812","Guangxi","China","2020/02/24","251"
"4813","Guangxi","China","2020/02/25","252"
"4814","Guangxi","China","2020/02/26","252"
"4815","Guangxi","China","2020/02/27","252"
"4816","Guangxi","China","2020/02/28","252"
"4817","Guangxi","China","2020/02/29","252"
"4818","Guangxi","China","2020/03/10","252"
"4819","Guangxi","China","2020/03/11","252"
"4820","Guangxi","China","2020/03/12","252"
"4821","Guangxi","China","2020/03/13","252"
"4822","Guangxi","China","2020/03/14","252"
"4823","Guangxi","China","2020/03/15","252"
"4824","Guangxi","China","2020/03/16","252"
"4825","Guangxi","China","2020/03/17","253"
"4826","Guangxi","China","2020/03/18","253"
"4827","Guangxi","China","2020/03/19","253"
"4828","Guangxi","China","2020/03/20","254"
"4829","Guangxi","China","2020/03/21","254"
"4830","Guangxi","China","2020/03/22","254"
"4831","Guangxi","China","2020/03/23","254"
"4832","Guangxi","China","2020/03/24","254"
"4833","Guangxi","China","2020/03/25","254"
"4834","Guangxi","China","2020/03/26","254"
"4835","Guangxi","China","2020/03/27","254"
"4836","Guangxi","China","2020/03/28","254"
"4837","Guangxi","China","2020/03/29","254"
"4838","Guangxi","China","2020/03/30","254"
"4839","Guangxi","China","2020/03/31","254"
"4840","Guangxi","China","2020/04/10","254"
"4841","Guangxi","China","2020/04/11","254"
"4842","Guangxi","China","2020/04/12","254"
"4843","Guangxi","China","2020/04/13","254"
"4844","Guangxi","China","2020/04/14","254"
"4845","Guangxi","China","2020/04/15","254"
"4846","Guizhou","China","2020/02/01","29"
"4847","Guizhou","China","2020/02/02","38"
"4848","Guizhou","China","2020/02/03","46"
"4849","Guizhou","China","2020/02/04","58"
"4850","Guizhou","China","2020/02/05","64"
"4851","Guizhou","China","2020/02/06","71"
"4852","Guizhou","China","2020/02/07","81"
"4853","Guizhou","China","2020/02/08","89"
"4854","Guizhou","China","2020/02/09","99"
"4855","Guizhou","China","2020/03/01","146"
"4856","Guizhou","China","2020/03/02","146"
"4857","Guizhou","China","2020/03/03","146"
"4858","Guizhou","China","2020/03/04","146"
"4859","Guizhou","China","2020/03/05","146"
"4860","Guizhou","China","2020/03/06","146"
"4861","Guizhou","China","2020/03/07","146"
"4862","Guizhou","China","2020/03/08","146"
"4863","Guizhou","China","2020/03/09","146"
"4864","Guizhou","China","2020/04/01","146"
"4865","Guizhou","China","2020/04/02","146"
"4866","Guizhou","China","2020/04/03","146"
"4867","Guizhou","China","2020/04/04","146"
"4868","Guizhou","China","2020/04/05","146"
"4869","Guizhou","China","2020/04/06","146"
"4870","Guizhou","China","2020/04/07","146"
"4871","Guizhou","China","2020/04/08","146"
"4872","Guizhou","China","2020/04/09","146"
"4873","Guizhou","China","2020/01/22","1"
"4874","Guizhou","China","2020/01/23","3"
"4875","Guizhou","China","2020/01/24","3"
"4876","Guizhou","China","2020/01/25","4"
"4877","Guizhou","China","2020/01/26","5"
"4878","Guizhou","China","2020/01/27","7"
"4879","Guizhou","China","2020/01/28","9"
"4880","Guizhou","China","2020/01/29","9"
"4881","Guizhou","China","2020/01/30","12"
"4882","Guizhou","China","2020/01/31","29"
"4883","Guizhou","China","2020/02/10","109"
"4884","Guizhou","China","2020/02/11","127"
"4885","Guizhou","China","2020/02/12","133"
"4886","Guizhou","China","2020/02/13","135"
"4887","Guizhou","China","2020/02/14","140"
"4888","Guizhou","China","2020/02/15","143"
"4889","Guizhou","China","2020/02/16","144"
"4890","Guizhou","China","2020/02/17","146"
"4891","Guizhou","China","2020/02/18","146"
"4892","Guizhou","China","2020/02/19","146"
"4893","Guizhou","China","2020/02/20","146"
"4894","Guizhou","China","2020/02/21","146"
"4895","Guizhou","China","2020/02/22","146"
"4896","Guizhou","China","2020/02/23","146"
"4897","Guizhou","China","2020/02/24","146"
"4898","Guizhou","China","2020/02/25","146"
"4899","Guizhou","China","2020/02/26","146"
"4900","Guizhou","China","2020/02/27","146"
"4901","Guizhou","China","2020/02/28","146"
"4902","Guizhou","China","2020/02/29","146"
"4903","Guizhou","China","2020/03/10","146"
"4904","Guizhou","China","2020/03/11","146"
"4905","Guizhou","China","2020/03/12","146"
"4906","Guizhou","China","2020/03/13","146"
"4907","Guizhou","China","2020/03/14","146"
"4908","Guizhou","China","2020/03/15","146"
"4909","Guizhou","China","2020/03/16","146"
"4910","Guizhou","China","2020/03/17","147"
"4911","Guizhou","China","2020/03/18","146"
"4912","Guizhou","China","2020/03/19","146"
"4913","Guizhou","China","2020/03/20","146"
"4914","Guizhou","China","2020/03/21","146"
"4915","Guizhou","China","2020/03/22","146"
"4916","Guizhou","China","2020/03/23","146"
"4917","Guizhou","China","2020/03/24","146"
"4918","Guizhou","China","2020/03/25","146"
"4919","Guizhou","China","2020/03/26","146"
"4920","Guizhou","China","2020/03/27","146"
"4921","Guizhou","China","2020/03/28","146"
"4922","Guizhou","China","2020/03/29","146"
"4923","Guizhou","China","2020/03/30","146"
"4924","Guizhou","China","2020/03/31","146"
"4925","Guizhou","China","2020/04/10","146"
"4926","Guizhou","China","2020/04/11","146"
"4927","Guizhou","China","2020/04/12","146"
"4928","Guizhou","China","2020/04/13","146"
"4929","Guizhou","China","2020/04/14","146"
"4930","Guizhou","China","2020/04/15","146"
"4931","Hainan","China","2020/02/01","62"
"4932","Hainan","China","2020/02/02","64"
"4933","Hainan","China","2020/02/03","72"
"4934","Hainan","China","2020/02/04","80"
"4935","Hainan","China","2020/02/05","99"
"4936","Hainan","China","2020/02/06","106"
"4937","Hainan","China","2020/02/07","117"
"4938","Hainan","China","2020/02/08","124"
"4939","Hainan","China","2020/02/09","131"
"4940","Hainan","China","2020/03/01","168"
"4941","Hainan","China","2020/03/02","168"
"4942","Hainan","China","2020/03/03","168"
"4943","Hainan","China","2020/03/04","168"
"4944","Hainan","China","2020/03/05","168"
"4945","Hainan","China","2020/03/06","168"
"4946","Hainan","China","2020/03/07","168"
"4947","Hainan","China","2020/03/08","168"
"4948","Hainan","China","2020/03/09","168"
"4949","Hainan","China","2020/04/01","168"
"4950","Hainan","China","2020/04/02","168"
"4951","Hainan","China","2020/04/03","168"
"4952","Hainan","China","2020/04/04","168"
"4953","Hainan","China","2020/04/05","168"
"4954","Hainan","China","2020/04/06","168"
"4955","Hainan","China","2020/04/07","168"
"4956","Hainan","China","2020/04/08","168"
"4957","Hainan","China","2020/04/09","168"
"4958","Hainan","China","2020/01/22","4"
"4959","Hainan","China","2020/01/23","5"
"4960","Hainan","China","2020/01/24","8"
"4961","Hainan","China","2020/01/25","19"
"4962","Hainan","China","2020/01/26","22"
"4963","Hainan","China","2020/01/27","33"
"4964","Hainan","China","2020/01/28","40"
"4965","Hainan","China","2020/01/29","43"
"4966","Hainan","China","2020/01/30","46"
"4967","Hainan","China","2020/01/31","52"
"4968","Hainan","China","2020/02/10","138"
"4969","Hainan","China","2020/02/11","144"
"4970","Hainan","China","2020/02/12","157"
"4971","Hainan","China","2020/02/13","157"
"4972","Hainan","China","2020/02/14","159"
"4973","Hainan","China","2020/02/15","162"
"4974","Hainan","China","2020/02/16","162"
"4975","Hainan","China","2020/02/17","163"
"4976","Hainan","China","2020/02/18","163"
"4977","Hainan","China","2020/02/19","168"
"4978","Hainan","China","2020/02/20","168"
"4979","Hainan","China","2020/02/21","168"
"4980","Hainan","China","2020/02/22","168"
"4981","Hainan","China","2020/02/23","168"
"4982","Hainan","China","2020/02/24","168"
"4983","Hainan","China","2020/02/25","168"
"4984","Hainan","China","2020/02/26","168"
"4985","Hainan","China","2020/02/27","168"
"4986","Hainan","China","2020/02/28","168"
"4987","Hainan","China","2020/02/29","168"
"4988","Hainan","China","2020/03/10","168"
"4989","Hainan","China","2020/03/11","168"
"4990","Hainan","China","2020/03/12","168"
"4991","Hainan","China","2020/03/13","168"
"4992","Hainan","China","2020/03/14","168"
"4993","Hainan","China","2020/03/15","168"
"4994","Hainan","China","2020/03/16","168"
"4995","Hainan","China","2020/03/17","168"
"4996","Hainan","China","2020/03/18","168"
"4997","Hainan","China","2020/03/19","168"
